date_received,product,sub_product,issue,submitted_via,date_sent_to_company,company_response_to_consumer,timely_response,complaint_id,client_id
11-06-2015,Bank account or service,Other bank product/service,"Account opening, closing, or management",Web,16-06-2015,Closed with explanation,Yes,CR1417380,1642
11-06-2015,Bank account or service,Other bank product/service,"Account opening, closing, or management",Web,11-06-2015,Closed with explanation,Yes,CR1416618,4063
11-06-2015,Bank account or service,Other bank product/service,"Account opening, closing, or management",Web,11-06-2015,Closed with explanation,Yes,CR1417681,3894
11-06-2015,Bank account or service,Checking account,Deposits and withdrawals,Web,11-06-2015,Closed with non-monetary relief,Yes,CR1416193,2349
11-06-2015,Bank account or service,Other bank product/service,Deposits and withdrawals,Web,11-06-2015,Closed with monetary relief,Yes,CR1416185,246
11-06-2015,Credit card,Loan account,Transaction issue,Web,16-06-2015,Closed with explanation,Yes,CR1416849,4663
11-06-2015,Credit card,Loan account,Billing disputes,Web,16-06-2015,Closed with explanation,Yes,CR1416934,3534
11-06-2015,Bank account or service,Checking account,Problems caused by my funds being low,Web,11-06-2015,Closed with monetary relief,Yes,CR1417700,11979
11-06-2015,Bank account or service,Checking account,Problems caused by my funds being low,Web,11-06-2015,Closed with explanation,Yes,CR1416568,1460
11-06-2015,Credit card,Loan account,Closing/Cancelling account,Web,11-06-2015,Closed with explanation,Yes,CR1417159,2169
11-06-2015,Credit card,Loan account,Credit card protection / Debt protection,Web,15-06-2015,Closed with explanation,Yes,CR1417626,1921
11-06-2015,Credit card,Loan account,Delinquent account,Web,11-06-2015,Closed with explanation,Yes,CR1416831,2969
11-06-2015,Credit card,Loan account,Delinquent account,Web,11-06-2015,Closed with explanation,Yes,CR1417494,2428
11-06-2015,Credit card,Loan account,APR or interest rate,Web,16-06-2015,Closed with monetary relief,Yes,CR1417566,2464
11-06-2015,Bank account or service,Checking account,"Account opening, closing, or management",Web,11-06-2015,Closed with explanation,Yes,CR1417224,7959
11-06-2015,Bank account or service,Checking account,"Account opening, closing, or management",Web,11-06-2015,Closed with explanation,Yes,CR1416907,3018
11-06-2015,Bank account or service,Checking account,"Account opening, closing, or management",Web,16-06-2015,Closed with explanation,Yes,CR1417367,4783
10-06-2015,Bank account or service,Checking account,Deposits and withdrawals,Web,10-06-2015,Closed with explanation,Yes,CR1414792,976
10-06-2015,Bank account or service,Other bank product/service,"Account opening, closing, or management",Web,10-06-2015,Closed with explanation,Yes,CR1414843,12730
10-06-2015,Bank account or service,Checking account,Using a debit or ATM card,Web,10-06-2015,Closed with explanation,Yes,CR1414143,4237
10-06-2015,Bank account or service,Other bank product/service,"Account opening, closing, or management",Web,10-06-2015,Closed with monetary relief,Yes,CR1415112,456
10-06-2015,Credit card,Loan account,Identity theft / Fraud / Embezzlement,Web,10-06-2015,Closed with explanation,Yes,CR1415838,2467
10-06-2015,Credit card,Loan account,Customer service / Customer relations,Web,10-06-2015,Closed with explanation,Yes,CR1414065,3321
10-06-2015,Credit card,Loan account,Identity theft / Fraud / Embezzlement,Web,15-06-2015,Closed with non-monetary relief,Yes,CR1415795,3760
10-06-2015,Bank account or service,Checking account,Problems caused by my funds being low,Web,10-06-2015,Closed with monetary relief,Yes,CR1414916,4775
10-06-2015,Credit card,Loan account,Other,Web,15-06-2015,Closed with explanation,Yes,CR1414183,3834
10-06-2015,Credit card,Loan account,Late fee,Web,16-06-2015,Closed with monetary relief,Yes,CR1414917,3319
09-06-2015,Bank account or service,Checking account,Problems caused by my funds being low,Web,09-06-2015,Closed with explanation,Yes,CR1415544,189
09-06-2015,Bank account or service,Checking account,"Account opening, closing, or management",Web,09-06-2015,Closed with explanation,Yes,CR1413115,143
09-06-2015,Bank account or service,Checking account,"Account opening, closing, or management",Web,09-06-2015,Closed with non-monetary relief,Yes,CR1412936,1974
09-06-2015,Bank account or service,Checking account,Problems caused by my funds being low,Web,09-06-2015,Closed with monetary relief,Yes,CR1413997,4799
09-06-2015,Bank account or service,Checking account,Deposits and withdrawals,Web,10-06-2015,Closed with explanation,Yes,CR1413271,4411
09-06-2015,Bank account or service,Checking account,"Account opening, closing, or management",Web,09-06-2015,Closed with non-monetary relief,Yes,CR1412913,3462
09-06-2015,Bank account or service,Other bank product/service,"Account opening, closing, or management",Web,09-06-2015,Closed with explanation,Yes,CR1413486,11136
09-06-2015,Credit card,Loan account,Other,Web,11-06-2015,Closed with explanation,Yes,CR1413557,3099
09-06-2015,Credit card,Loan account,Identity theft / Fraud / Embezzlement,Web,09-06-2015,Closed with explanation,Yes,CR1412091,3612
09-06-2015,Bank account or service,Other bank product/service,Using a debit or ATM card,Web,09-06-2015,Closed with monetary relief,Yes,CR1412428,665
09-06-2015,Credit card,Loan account,Closing/Cancelling account,Web,12-06-2015,Closed with explanation,Yes,CR1413544,1434
09-06-2015,Credit card,Loan account,Credit determination,Web,09-06-2015,Closed with non-monetary relief,Yes,CR1413966,9717
09-06-2015,Credit card,Loan account,Closing/Cancelling account,Web,09-06-2015,Closed with explanation,Yes,CR1412039,10209
09-06-2015,Credit card,Loan account,Other,Web,15-06-2015,Closed with non-monetary relief,Yes,CR1412196,2068
09-06-2015,Bank account or service,Other bank product/service,"Account opening, closing, or management",Web,09-06-2015,Closed with non-monetary relief,Yes,CR1413698,1259
09-06-2015,Bank account or service,Other bank product/service,"Account opening, closing, or management",Web,09-06-2015,Closed with non-monetary relief,Yes,CR1412351,3330
08-06-2015,Bank account or service,Other bank product/service,"Account opening, closing, or management",Web,08-06-2015,Closed with explanation,Yes,CR1411016,5189
08-06-2015,Bank account or service,Cashing a check without an account,"Making/receiving payments, sending money",Web,10-06-2015,Closed with explanation,Yes,CR1410926,4015
08-06-2015,Bank account or service,Checking account,Deposits and withdrawals,Web,08-06-2015,Closed with explanation,Yes,CR1411307,1343
08-06-2015,Credit card,Loan account,Credit line increase/decrease,Web,08-06-2015,Closed with explanation,Yes,CR1410503,829
08-06-2015,Credit card,Loan account,Other fee,Web,08-06-2015,Closed with monetary relief,Yes,CR1411994,417
08-06-2015,Credit card,Loan account,Identity theft / Fraud / Embezzlement,Web,08-06-2015,Closed with explanation,Yes,CR1411478,1045
08-06-2015,Credit card,Loan account,Billing disputes,Web,10-06-2015,Closed with explanation,Yes,CR1411348,4139
08-06-2015,Credit card,Loan account,Transaction issue,Web,10-06-2015,Closed with monetary relief,Yes,CR1410851,1694
08-06-2015,Credit card,Loan account,Delinquent account,Web,08-06-2015,Closed with explanation,Yes,CR1411678,12890
08-06-2015,Bank account or service,Other bank product/service,"Account opening, closing, or management",Web,08-06-2015,Closed with non-monetary relief,Yes,CR1413697,6944
07-06-2015,Credit card,Loan account,Closing/Cancelling account,Web,11-06-2015,Closed with explanation,Yes,CR1409738,736
07-06-2015,Credit card,Loan account,Late fee,Web,07-06-2015,Closed with monetary relief,Yes,CR1409781,2616
07-06-2015,Bank account or service,Checking account,"Making/receiving payments, sending money",Web,07-06-2015,Closed with monetary relief,Yes,CR1409655,1968
07-06-2015,Bank account or service,Checking account,"Account opening, closing, or management",Web,07-06-2015,Closed with explanation,Yes,CR1409693,9664
06-06-2015,Bank account or service,Checking account,Problems caused by my funds being low,Web,06-06-2015,Closed with monetary relief,Yes,CR1409383,2166
06-06-2015,Bank account or service,Checking account,Problems caused by my funds being low,Web,06-06-2015,Closed with monetary relief,Yes,CR1409306,1810
06-06-2015,Credit card,Loan account,Billing statement,Web,06-06-2015,Closed with explanation,Yes,CR1409354,4182
06-06-2015,Credit card,Loan account,Identity theft / Fraud / Embezzlement,Web,06-06-2015,Closed with explanation,Yes,CR1409571,406
06-06-2015,Credit card,Loan account,Closing/Cancelling account,Web,10-06-2015,Closed with explanation,Yes,CR1409489,3874
06-06-2015,Credit card,Loan account,Unsolicited issuance of credit card,Web,06-06-2015,Closed with non-monetary relief,Yes,CR1409271,3098
05-06-2015,Bank account or service,Checking account,Problems caused by my funds being low,Web,05-06-2015,Closed with monetary relief,Yes,CR1407268,3190
05-06-2015,Bank account or service,Checking account,"Account opening, closing, or management",Web,05-06-2015,Closed with explanation,Yes,CR1407338,229
05-06-2015,Bank account or service,Checking account,"Account opening, closing, or management",Web,10-06-2015,Closed with explanation,Yes,CR1408633,13102
05-06-2015,Bank account or service,Other bank product/service,"Account opening, closing, or management",Web,09-06-2015,Closed with explanation,Yes,CR1407344,777
05-06-2015,Bank account or service,Other bank product/service,"Account opening, closing, or management",Web,05-06-2015,Closed with explanation,Yes,CR1408739,2135
05-06-2015,Bank account or service,Checking account,Deposits and withdrawals,Web,05-06-2015,Closed with explanation,Yes,CR1408794,49
05-06-2015,Bank account or service,Checking account,Using a debit or ATM card,Web,05-06-2015,Closed with explanation,Yes,CR1408019,2966
05-06-2015,Credit card,Loan account,Billing disputes,Web,09-06-2015,Closed with explanation,Yes,CR1408850,209
05-06-2015,Credit card,Loan account,Delinquent account,Web,05-06-2015,Closed with explanation,Yes,CR1409179,4800
05-06-2015,Credit card,Loan account,Balance transfer,Web,05-06-2015,Closed with explanation,Yes,CR1407297,921
05-06-2015,Credit card,Loan account,Balance transfer,Web,05-06-2015,Closed with explanation,Yes,CR1407557,3586
05-06-2015,Bank account or service,Checking account,Problems caused by my funds being low,Web,05-06-2015,Closed with monetary relief,Yes,CR1407422,3221
05-06-2015,Bank account or service,Checking account,Problems caused by my funds being low,Web,05-06-2015,Closed with explanation,Yes,CR1408210,3289
05-06-2015,Credit card,Loan account,Transaction issue,Web,05-06-2015,Closed with explanation,Yes,CR1407306,3103
05-06-2015,Credit card,Loan account,Rewards,Web,05-06-2015,Closed with explanation,Yes,CR1407495,4485
04-06-2015,Bank account or service,Checking account,"Account opening, closing, or management",Web,04-06-2015,Closed with non-monetary relief,Yes,CR1406942,12221
04-06-2015,Bank account or service,Checking account,"Account opening, closing, or management",Web,04-06-2015,Closed with explanation,Yes,CR1406908,2496
04-06-2015,Bank account or service,Savings account,"Account opening, closing, or management",Web,04-06-2015,Closed with explanation,Yes,CR1406855,5107
04-06-2015,Bank account or service,Checking account,Problems caused by my funds being low,Web,04-06-2015,Closed with monetary relief,Yes,CR1405766,216
04-06-2015,Bank account or service,Other bank product/service,"Account opening, closing, or management",Web,08-06-2015,Closed with explanation,Yes,CR1405405,361
04-06-2015,Bank account or service,Checking account,Problems caused by my funds being low,Web,04-06-2015,Closed with non-monetary relief,Yes,CR1405442,2508
04-06-2015,Bank account or service,Checking account,Deposits and withdrawals,Web,04-06-2015,Closed with monetary relief,Yes,CR1406255,3831
04-06-2015,Bank account or service,Checking account,Deposits and withdrawals,Web,04-06-2015,Closed with monetary relief,Yes,CR1405684,1059
04-06-2015,Bank account or service,Checking account,"Account opening, closing, or management",Web,04-06-2015,Closed with explanation,Yes,CR1406944,3753
04-06-2015,Bank account or service,Checking account,"Account opening, closing, or management",Web,04-06-2015,Closed with explanation,Yes,CR1406116,2662
04-06-2015,Credit card,Loan account,APR or interest rate,Web,04-06-2015,Closed with monetary relief,Yes,CR1406753,1463
04-06-2015,Credit card,Loan account,Identity theft / Fraud / Embezzlement,Web,04-06-2015,Closed with explanation,Yes,CR1406108,2460
04-06-2015,Credit card,Loan account,Credit line increase/decrease,Web,04-06-2015,Closed with monetary relief,Yes,CR1407083,2653
04-06-2015,Credit card,Loan account,Billing statement,Web,04-06-2015,Closed with non-monetary relief,Yes,CR1405259,810
04-06-2015,Credit card,Loan account,Credit determination,Web,04-06-2015,Closed with explanation,Yes,CR1406146,1261
03-06-2015,Bank account or service,Checking account,Problems caused by my funds being low,Web,03-06-2015,Closed with explanation,Yes,CR1403832,1606
03-06-2015,Bank account or service,Checking account,Deposits and withdrawals,Web,03-06-2015,Closed with monetary relief,Yes,CR1404927,176
03-06-2015,Bank account or service,Savings account,"Account opening, closing, or management",Web,03-06-2015,Closed with non-monetary relief,Yes,CR1403253,4276
